id,content,IF,SHF,CD,Ch,SF,EF,SM,Op
352,"此问题是由邻区分级管理里的一个子开关INTRARATNCELLCLASSSW所产生的软体BUG导致,",0,1,0,0,0,0,0,0
353,"由于软体BUG的原因,",0,1,0,0,0,0,0,0
354,"而导致BLOCK-2内存里面的资料遭受破坏,",0,1,0,0,0,0,0,0
355,"进而导致小区无法被激活,",0,1,0,0,0,0,0,0
356,PTN DHCP配置方式错误导致LTE开站ESN上报却无法开通,0,1,0,0,1,0,0,0
357,GPS卫星维护导致GPS信号异常，,0,1,0,0,0,0,0,0
358,双模基站退网的TDS主控板和基带板未拆除从而显示射频单元号光模块电接口不在位,0,1,0,0,0,0,0,0
359,CDMA800站点2阶互调导致FDD LTE上行频段受干扰,0,1,0,0,0,0,0,0
360,2、推动T运营商进行设备更换 由于干扰原理来自其他运营商，,0,0,0,0,0,0,1,0
361,一个值兼顾两件事会造成系统内与系统间重选的冲突。,0,1,0,0,0,0,0,0
362,TDS-TDL双模站点TDS侧配置3小宏站小区和1个室分小区导致双模站点由R8向R9版本升级时失败,0,0,0,0,0,0,1,0
363,4、TDL侧高配置导致升级失败,0,1,0,0,1,0,0,0
364,5、TDS侧高配置导致升级失败,0,1,0,0,1,0,0,0
365,由于核心网没有及时更新新增LAC的SRVCC解析数据导致eSRVCC切换失败,0,1,0,0,0,0,0,0
366,核心网原因导致从E-UTRAN到GERAN的SRVCC切换出准备失败次数 GERAN系统回复切换准备失败而导致从E-UTRAN到GERAN的SRVCC切换出准备失败次数 GERAN系统无响应导致从E-UTRAN到GERAN的SRVCC切换出准备失败次数 E-UTRAN向GERAN SRVCC切换出执行时收到MME非正常原因响应次数,0,1,0,0,0,0,0,0
367,由于该失败原因为GERAN侧回复的切换准备失败消息导致切换失败，,0,1,0,0,0,0,0,0
368,GL双模站点LTE线速率配置错误导致GSM侧RRU断链,0,1,0,0,1,0,0,0
369,会导致RRU起不来。,0,1,0,0,0,0,0,0
370,YL市同一BBU下两个物理NSA站点跳纤接反导致UE出现假5G现象,0,1,0,0,0,0,0,0
371,芯片故障导致小区不可用,0,1,0,0,0,0,0,0
372,电源异常导致摄像头无法正常演示LTE视频监控业务,0,1,0,0,0,0,0,0
373,1、该问题由TOP终端异常导致，,0,1,0,0,0,0,0,0
374,基带板闭塞导致小区不可用,0,1,0,0,0,0,0,0
375,"SEQ平台分析 利用SEQ平台对TOP1用户进行分析,",0,0,0,1,0,0,0,0
376,数传参数优化实施后CQI和切换成功率下降问题案例,1,0,0,0,0,0,1,0
377,由于传输MTU设置过低导致基站部分终端无法上网,0,1,0,0,1,0,0,0
378,基站上报S1链路异常告警和小区不可用告警。,0,1,0,0,0,0,0,0
379,1、小区不可用告警为S1链路异常导致。,0,1,0,0,0,0,0,0
380,NB站点扩展覆盖开关关闭导致边缘用户无法接入,0,1,0,0,0,0,0,1
381,新插入LBBP单板版本低导致寻呼失败,1,1,0,0,0,0,0,0
382,可以通过先去激活小区再将SRS冲突处理模式改为TRUE，,0,0,0,0,0,0,1,1
383,友商站点解码R9信元失败导致华为Lampsite站点往友商站点做带SCC切换准备失败,0,1,0,0,0,0,0,0
384,1、 gNB未加载互操作License导致不支持EPS FB呼叫；,0,1,0,0,0,0,0,0
385,<--[endif]-->基站侧信令跟踪分析 通过LTE基站侧的S1口和UU口跟踪分析，,0,0,0,1,0,0,0,0
386,CQI参数设置不合理导致CQI指标较差，,1,0,0,0,1,0,0,0
387,Z省H市流程冲突导致VOLTE起呼CSFB案例,0,1,0,0,0,0,0,0
388,两个流程出现冲突导致专有承载被释放，,0,1,0,0,0,0,0,0
389,微波中频板故障导致LTE站点吞吐率掉零,1,1,0,0,0,0,0,0
390,话统分析 在21点的MCS是非常低，,1,0,0,1,0,0,0,0
391,图2 NR服务小区和邻区信号对比 通过C*H*R日志分析，,0,0,0,1,0,0,0,0
392,然后执行MML命令RST BRDPWROFF尝试远程复位RHUB。,0,0,0,0,0,0,0,1
393,2、  分析网线最终确认是分包商制作的网线水晶头质量欠佳。,1,0,0,1,0,0,0,0
394,图2传输资源不可用3具体信息 需要现场检查这段S1-U的传输链路是不是不稳定，,0,1,0,1,0,0,0,0
395,GL共RRU场景中增加GSM载波导致LTE小区重配置失败,0,0,0,0,1,0,1,0
396,TAS问题导致VoLTE路测中接入失败,0,1,0,0,0,0,0,0
397,会由于UE状态异常而导致承载建立失败。,0,1,0,0,0,0,0,0
398,RRU未正确加载LTE制式版本组件导致LTE小区不可用,0,1,0,0,0,0,0,0
399,RRU未正确加载LTE制式版本组件导致LTE侧小区激活失败。,0,1,0,0,0,0,0,0
400,基带单板数据配置不规范导致出现终端无法附着问题分析,0,1,0,0,1,0,0,0
401,由于异厂家核心网路由地址配置错误导致H省Y市与C市高铁边界小区不切换,0,1,0,0,1,0,0,0
402,JAVA配置问题导致LMT不能启动跟踪监测等功能,0,1,0,0,1,0,0,0
403,GSM的共天馈信号干扰导致该站点TCP业务流量不达标,1,1,0,0,0,0,0,0
404,GSM的共天馈信号干扰导致该站点TCP业务流量不达标.,1,1,0,0,0,0,0,0
405,下行质量RSRQ差导致RRC重建，,1,1,0,0,0,0,0,0
406,证明是单板硬件故障导致该站点掉话率和重建比例异常。,1,1,0,0,0,0,0,0
407,RCU损坏导致电调天线未校准告警,0,1,0,0,0,0,0,0
408,RCU损坏导致电调天线校准失败,0,1,0,0,0,0,0,0
409,S1接口数据漏配原因导致切换成功率低,1,0,0,0,1,0,0,0
410,友商基站配置错误导致三星终端在CA状态下切换失败问题,0,1,0,0,1,0,0,0
411,配置不当导致空闲态MLB未触发的问题分析（TC0002940668）  1.3.1,0,1,0,0,1,0,0,0
412,单个UE上行PRB利用率超过门限值导致MLB无法触发（TC0002906828）  1.4.1,1,1,0,0,0,0,0,0
413,问题根因 未购买基于用户数MLB的license导致MLB特性不可用。,0,1,0,0,0,0,0,0
414,修改CA配置后导致空闲态MLB指标为0的问题分析（TC0002961379） 1.7.1,1,0,0,0,0,0,1,0
415,（3）eRAN8.1SPC150版本存在CCE乱序触发瞬时大信号产品缺陷。,0,1,0,0,0,0,0,0
416,GTPU资源申请失败原因为带宽资源申请失败，,0,1,0,0,0,0,0,0
417,核心网数据配置错误导致呼叫困难问题分析报告,0,1,0,0,1,0,0,0
418,核心网未配置LAC和MSC的对应关系导致D2驻留4G失败,0,1,0,0,1,0,0,0
419,从以上分析可以确认小区建立异常是因为S1链路异常，,0,1,0,0,0,0,0,0
420,license文件同名导致下载失败,0,1,0,0,0,0,0,0
421,该用户时延较大的情况就会导致整个小区的时延较差，,1,0,0,0,0,0,0,0
422,1.2.1 干扰排查 对测试小区做后台FFT频谱扫描，,0,0,0,1,0,0,0,0
423,参数设置错误导致站点的RRC建立全部失败,0,1,0,0,1,0,0,0
424,MOS管器件故障导致RRU模块大电流烧毁,0,1,0,0,0,0,0,0
425,具体分析结论为MOS管器件故障导致模块大电流烧毁，,0,1,0,0,0,0,0,0
426,TDLTE-F频段小区频率偏移设置错误导致小区无法正常建立,0,1,0,0,1,0,0,0
427,一TDD站点版本升级后发生时钟失步，,0,1,0,0,0,0,1,0
428,1.在4G侧使用LST SUBRACK命令查看4G基站机框配置；,0,0,0,1,0,0,0,1
429,S局点RRC重发次数多导致无线接通率差问题,1,0,0,0,0,0,0,0
430,说明现场RRC指标差的主要因素在于RRC重发次数多：,1,0,0,0,0,0,0,0
431,例如由于RRU掉电导致射频单元业务不可用告警，,0,1,0,0,0,0,0,0
432,J国Z运营商某新建LTE局点由于MME对SGW的下发选择机制配置错误原因导致UE无法上网,0,1,0,0,1,0,0,0
433,伪基站干扰导致切换成功率低问题案例,1,1,0,0,0,0,0,0
434,"部分小区VoLTE出现大量上行PDCP SDU SN乱序导致的丢包,",0,1,0,0,0,0,0,0
435,电联共享站点RLC模式设置不匹配导致S1切换失败问题分析,0,1,0,0,1,0,0,0
436,邻区数据定义错误导致切换失败；,0,1,0,0,0,0,0,0
437,目标小区故障、目标小区话务拥塞、目标小区资源分配类参数设置问题等。,0,1,0,0,1,0,0,0
438,上行干扰导致VIP客户投诉VOLTE通话感知差,1,1,0,0,0,0,0,0
439,1、新版本软件包问题导致升级失败,0,1,0,0,0,0,0,0
440,RRU链路拓扑与配置不一致 Problem DetailsXX局站点上报RRU组网拓扑类型与配置不一致告警，,0,0,0,0,1,0,0,0
441,图6 提升功控后情况 丢包情况，,0,1,0,0,0,0,1,0
442,4、时延排查发现时延值超大，,1,0,0,1,0,0,0,0
443,忙时RRC建立成功率指标恶化是由于单板CPU占用率很高，,1,0,0,0,0,0,0,0
444,图8 基站名称修改触发配置更新消息 此时平台底层链路已经故障了，,0,1,0,0,0,0,1,0
445,邻区关系未配置导致5G NSA站点站间切换失败,0,1,0,0,1,0,0,0
446,确认切换失败的表现为传输资源不可用，,0,1,0,0,0,0,0,0
447,2、指标分析 1月中旬之后下行小区吞吐率下降明显，,1,0,0,1,0,0,0,0
448,软件增补失败导致一台pRRU起不来，,0,1,0,0,0,0,0,0
449,导致UEM收不到MSG3消息 平台分析DBG日志，,0,1,0,1,0,0,0,0
450,在友商升级eNodeB版本前将TDD邻区删掉，,0,0,0,0,0,0,1,1
451,因射频单元供电不足导致RRU业务不可用告警未恢复,0,1,0,0,0,0,0,0
452,导致RRU业务不可用告警不恢复或恢复时间长。,1,1,0,0,0,0,0,0
453,2.4  参数核查 提取问题站点XML配置文件，,0,0,1,1,0,0,0,0
454,异常终端频繁上报BSR导致PRB利用率高 Resolution DetailsReason Analysis：,1,1,0,0,0,0,0,0
455,RRC重建失败原因是无上下文重建失败。,0,1,0,0,0,0,0,0
456,由于RRU断电导致射频单元业务不可用告警处理,0,1,0,0,0,0,0,0
457,RHUB上的NR载波数超规格导致NR小区不可用,1,1,0,0,0,0,0,0
458,经过对该部分小区业务量评估后、发现小区PRB利用率过高，,1,0,0,1,0,0,0,0
459,单流室分RSRP上报错误导致VOLTE单通案例,0,1,0,0,0,0,0,0
460,1）使用putty以ossuser用户登录LTESAU单板,0,0,0,0,0,0,0,1
461,5、此时怀疑是由于X2口基站的小区未激活导致该告警，,0,1,0,1,0,0,0,0
462,XX局点由于传输链路闪断导致RRC建立失败,0,1,0,0,0,0,0,0
463,1、  话统分析 出现问题的时间点所有小区都出现指标恶化，,1,0,0,1,0,0,0,0
464,1.1. Lamsite站型平均RTWP偏高属于正常现象 Lamsite站型平均RTWP偏高属于正常现象。,1,0,0,0,0,0,0,0
465,当时传输有异常导致对外的NTP请求报文发送失败。,0,1,0,0,0,0,0,0
466,4、由此可以看出现场出现NTP时间同步异常告警是由于以太网链路故障导致，,0,1,0,0,0,0,0,0
467,以太网链路故障导致NTP对时失败，,0,1,0,0,0,0,0,0
468,主要由于调度次数及RB数不满导致 对应基站侧33号跟踪分析下行调度，,1,0,0,1,0,0,0,0
469,传输设备侧参数配置错误导致LTE基站远程维护通道配置不一致告警,0,0,0,0,1,0,0,0
470,LTE网络切换参数配置错误导致的无法切换,0,1,0,0,1,0,0,0
471,由于TOP终端掉话导致掉话率高,1,1,0,0,0,0,0,0
472,由于RRU模式配置错误导致小区激活失败,0,1,0,0,1,0,0,0
473,则出现ReconfigurationFailure导致的反复重建 升级到eRAN15.1版本接入,0,1,0,0,0,0,1,0
474,MML变更北向对象配置模型没有同步刷新导致北向获取参数失败,0,1,0,0,0,0,1,0
475,终端不支持UM模式导致小区ERAB建立成功率低,1,1,0,0,0,0,0,0
476,TDS网元因为RELSECEQMID1配置错误导致大量载波建立失败事件，,0,1,0,0,1,0,0,0
477,某局点TDS反复出现载波建立失败告警 因为此前该局点正在进行告警数量整改，,0,1,0,0,0,0,1,0
478,造成UE掉话的原因是GTPU激活失败。,0,1,0,0,0,0,0,0
479,CAN芯片失效导致rHUB与PSU通讯异常,0,1,0,0,0,0,0,0
480,ATN子接口配错导致基站传输不通,0,1,0,0,1,0,0,0
481,确认由于MME异常导致了AMBR为0。,1,1,0,0,0,0,0,0
482,在大话务时段出现RRC建立成功率恶化至80%、E-RAB建立成功率恶化至50%的情况，,1,0,0,0,0,0,0,0
483,通过执行GET CELLRICDATA命令来收集反向频谱扫描的结果，,0,0,1,0,0,0,0,1
484,只能采取开通后删除默认原时钟并增加对端时钟。,0,0,0,0,0,0,1,1
485,先修改带宽进行验收测试。,0,0,0,1,0,0,1,0
486,该站存在频繁光路闪断导致主机、CP重启、个别DP离线现象。,0,1,0,0,0,0,0,0
487,5G站点由于RRC连接用户数License受限导致用户无法接入,0,1,0,0,1,0,0,0
488,IKE协商失败导致现网有IKE协商失败告警,0,1,0,0,0,0,0,0
489,时间 大包速率 小包速率 微信成功率 网页成功率 开通CA后 4266.63 91.13 98.54% 95.93% 开通CA前 4853.10 85.48 98.93% 96.80% 变化幅度 -586.46 5.65 -0.39% -0.87%,0,0,0,0,0,0,0,1
490,1、CSFB-4G回落成功率下降是因为打开空闲态CSFB重定向优化开关后，,1,0,0,0,0,0,0,1
491,进而远点用户的CQI比例提升导致整网CQI优良比下降。,1,0,0,0,0,0,0,0
492,排除锚点或目标小区配置状态导致NSA接入异常；,0,1,0,1,0,0,0,0
493,4、查询配电盒的软硬件版本、输入电压和空开告警状态 OSMU单板后台执行如下命令查询配电盒硬件版本：,0,0,0,1,0,0,0,0
494,解决方案 该问题的主要原因为系统内邻区条数与Ncell的条数不一致导致最终的统计counter不一致；,0,0,0,0,1,0,0,0
495,POI设备问题导致的干扰,0,1,0,0,0,0,0,0
496,1.1.1 指标确认 排查基站小时级话统，,0,0,0,1,0,0,0,0
497,表现为下行空口质量差导致终端未收到基站发送的下行信令消息，,1,1,0,0,0,0,0,0
498,核心网MGW单板吊死导致省公司大楼CSFB手机呼叫失败,0,1,0,0,0,0,0,0
499,打开频率优先级的异频切换开关导致小区异频切换成功率降低,1,0,0,0,0,0,0,1
500,如果缓存包数超过门限则丢包，,1,1,0,0,0,0,0,0
501,（3） TM模块分析 TM模块上行丢包可能原因：,0,1,0,1,0,0,0,0
502,5) 如果TM模块缓存包数超过门限则丢包，,1,1,0,0,0,0,0,0
503,语音包异常或者信令流程异常 VoLTE是基于PS数据包的语音业务，,0,1,0,0,0,0,0,0
504,xx指标监控发现全网无线接通率恶化，,1,0,0,1,0,0,0,0
505,网络侧开启FR后导致CSFB终端无法返回合理LTE小区,0,1,0,0,0,0,0,1
506,由此可以确定是共址GSM天馈性能恶化导致的二次谐波干扰。,1,1,0,0,0,0,0,0
507,ATU路测升级SPC135版本后下行吞吐率下降问题,1,0,0,0,0,0,1,0
508,小区重选参数配置错误导致iphone终端在空闲态返回3G,0,1,0,0,1,0,0,0
509,传输资源不可用导致PDUsession建立超时,0,1,0,0,0,0,0,0
510,1、 UU口消息分析 可以看到大量的连续RRC请求没有下发了RRCSetup消息，,0,1,0,1,0,0,0,0
511,射频软件版本启动异常导致小区服务能力下降问题案例,1,1,0,0,0,0,0,0
512,版本升级完成后因0框61槽射频单元异常，,0,1,0,0,0,0,1,0
513,切换参数设置不合理导致高铁CA小区KPI恶化,1,0,0,0,1,0,0,0
514,可能是由于邻区参数设置导致的KPI指标恶化。,1,0,0,0,1,0,0,0
515,CA小区指标恶化主要是由于切换门限设置不合理导致，,1,0,0,0,1,0,0,0
516,T项目QCI切换优先级配置错误导致VOLTE掉话案例20160825,0,1,0,0,1,0,0,0
517,异频切换参数设置导致的4G下切3G比例恶化,1,0,0,0,1,0,0,0
518,终端ack和服务器发的seq不一致导致拆链，,0,1,0,0,1,0,0,0
519,当Mbuf出现脏值时导致用户TCP链路概率性重建。,0,1,0,0,0,0,0,0
520,eNB错发异频A2与Top终端导致重建次数增多,1,1,0,0,0,0,0,0
521,MEU 光口异常导致室分小区干扰,0,1,0,0,0,0,0,0
522,RSSI异常导致现网对应站点无话务。,0,1,0,0,0,0,0,0
523,现网的供电不稳触发电源芯片挂死，,0,1,0,0,0,0,0,0
524,GPS天线进水导致时钟同步不稳定，,0,1,0,0,0,0,0,0
525,C国某局因TOP终端问题导致切换失败问题分析,0,1,0,0,0,0,0,0
526,小区1切换成功率恶化的主要原因是异频切换成功率恶化，,1,0,0,0,0,0,0,0
527,而异频切换成功率恶化主要是站内异频切换成功率恶化导致。,1,0,0,0,0,0,0,0
528,三星终端G3518问题导致某局点出现4G无服务现象问题,0,1,0,0,0,0,0,0
529,所有上下文建立失败都是由于终端没有响应基站下发的SMC导致，,0,1,0,0,0,0,0,0
530,网元指标分析 当MR功能打开后，,0,0,0,1,0,0,0,1
531,4、debug日志分析 1） UEM模块日志分析,0,0,0,1,0,0,0,0
532,3、更换基带板光口、查询单板状态，,0,0,0,1,0,0,1,0
533,既添加了46031的又添加了46001的，,0,0,0,0,0,0,0,1
534,CME不识别热补丁版本号导致CME制作的配置文件激活失败,0,1,0,0,0,0,0,0
535,MCS低是由重传误码高造成，,1,0,0,0,0,0,0,0
536,MCS阶次低是由重传误码高造成，,1,0,0,0,0,0,0,0
537,苹果操作系统上报的 TCP窗口因子较小导致服务器侧发送窗口较小，,1,0,0,0,0,0,0,0
538,传输侧在传输网关上手动清除ARP表项 Resolution Details 协调客户传输配合手动清除ARP表项，,0,0,0,0,0,0,0,1
539,2、 Ue能力解码失败的原因是因为基站SPC060版本有已知bug不支持如下两个扩展字段 相关问题单DTS2019071607998：,0,1,0,0,0,0,0,0
540,终端不发送RLC状态报告导致SRB掉话,0,1,0,0,0,0,0,0
541,通道校正失败的原因为GAP区强干扰导致校正的上行业务时隙信号饱和，,1,1,0,0,0,0,0,0
542,PTN上基站ARP表项未及时更新导致其他基站无法通过PnP远程开通,0,1,0,0,0,0,0,0
543,光模块不匹配隐形故障导致小区不可用告警分析处理,0,1,0,0,1,0,0,0
544,a.用FMAExpert软件工具导入XML文档进行关键参数核查：,0,0,0,1,0,0,0,1
545,新开站邻区配置不合理导致掉话升高,1,0,0,0,1,0,0,0
546,RRU上联光模块接收在6-27日和6-29日出现过光模块接收异常并伴随CPRI接口异常告警，,0,1,0,0,0,0,0,0
547,基站数据配错导致级联rru离线,0,1,0,0,1,0,0,0
548,上行干扰导致RRC接入成功率低，,1,1,0,0,0,0,0,0
549,该问题是由于RRU故障导致小区出现DAGC上行数据不同步，,0,1,0,0,0,0,0,0
550,V50终端异常导致Web业务测试过程中 概率性出现 打开浏览器仍然保持上一次页面内容，,0,1,0,0,0,0,0,1
551,PATH优先级配置错误导致3G基站PS业务异常,0,1,0,0,1,0,0,0
552,2、查看打点日志提示PS业务建立失败的原因为“Requested Information Not Available”，,0,1,0,1,0,0,0,0
553,路由配置不合理导致终端无法上网,0,1,0,0,1,0,0,0
554,SGSN问题导致MME侧寻呼成功率下降,1,1,0,0,0,0,0,0
555,寻呼失败主要是由于UE没有响应导致的。,0,1,0,0,0,0,0,0
556,7、推动客户排查SGSN为什么没有发送SGSN Context Request给MME，,0,1,0,1,0,0,0,0
557,推动客户排查SGSN没有发送SGSN Context Request的原因。,0,1,0,1,0,0,0,0
558,LTE TDD时钟同步异常导致RRC建立失败,0,1,0,0,0,0,0,0
559,关闭盲切换开关导致CSFB执行成功率下降,1,0,0,0,0,0,0,1
560,导致无法接入或接入成功率偏低；,1,1,0,0,0,0,0,0
561,局方话统指标监控平台发现有十几个小区当天的RRC建立成功率极低，,1,0,0,1,0,0,0,0
562,1.设备告警排查 使用U2000工具排查源小区与特定的对端小区告警情况，,0,0,0,1,0,0,0,1
563,如果校验不一致会导致共主控配置数据转换失败从而无法获取共主控配置脚本。,0,1,0,0,0,0,0,0
564,由于SBC内部流程冲突导致的eSRVCC成功率低问题,1,1,0,0,0,0,0,0
565,图2 调整B2/B1门限后的eSRVCC切换成功率 数据分析：,0,0,0,1,0,0,1,0
566,存在SBC内部流程冲突导致QCI1释放不成功的已知问题，,0,1,0,0,0,0,0,0
567,同样发现该小区的上行干扰抬升的同时同站下其它两个小区的PRB利用率也在增加，,1,0,0,0,0,0,0,0
568,可以初步确认该小区的上行干扰的抬升主要是由于同频邻区干扰造成，,1,1,0,0,0,0,0,0
569,备板汇聚能力不足导致小区激活失败,1,1,0,0,0,0,0,0
570,核心网不支持NSA导致CPE无法接入,0,1,0,0,0,0,0,0
571,1.现网时间段PDCP丢包率抬升到20% 1.2 PDCP丢包影响 基于当前问题现象，,1,1,0,0,0,0,0,0
572,终端问题导致E-RAB高掉话问题,0,1,0,0,0,0,0,0
573,SgNB辅站站间变更成功率低的top原因为目标NR辅站断链。,1,1,0,0,0,0,0,0
574,eNB配置问题导致CME无法同步网元,0,1,0,0,1,0,0,0
575,2、射频单元的ALD电流告警门限配置错误（RET连接RCU数量不一样，,0,0,0,0,1,0,0,0
